,sp_id,rp_id,seeker_post,response_post,reactions_level,rationales,explorations_level,interpretations_level,interpretations,reactions,explorations
903,aa56eu,ecp2tsa,I'm drowning.. I can't do this. I really can't do this.,I'm drowning too. Everyday. It easy to take shit for granted. I never thought my life would get worse. I thought I was invincible but life fucks you up in so many ways. You need to find some inspirational music and listen to it a lot. Maybe make a goal for something. I know it all seems futile but little things sometimes help. But I know how hard it can be. When you're caught under those dark deep waves. Surrounded by onlookers on their cruise. It's easy to say fuck it but you deserve to be happy.. I hope u can find something that helps you through this darkness.,1,It's easy to say fuck it but you deserve to be happy.. I hope u can find something that helps you through this darkness.|,0,2,2,1,0
904,aowluc,eg43p4t,What do you want to stop?. I need everything to stop. People Life.,Over thinking and running away from myself.Or everything because I don't know what would be better for me.,0,,0,2,0,0,0
905,6u6kfl,dlqc26c,"I know I need to get professional help now, but I am scared to. I don't want to admit to myself or anyone matter of fact that I've been depressed for so long.. I just want to be happy.",Are you feeling that you would be judged? Judging yourself? You should not be ashamed for taking actions that might help you be happier.,1,ou should not be ashamed for taking actions that might help you be happier.|,2,0,1,1,2
906,8290nq,dv8tzyr,"Anyone having a hard time holding jobs because of depression. The longest job I have held was 1.5 years. Before that it was just a few months. Now I can't even get an interview. I have recently moved as I thought that might help, but it hasn't. Just wondering if anyone else is having this issue.","there. Usually just under a year and then I fall into another episode. been through 15 jobs in the past 10 years. Granted some of them were part time when I worked multiple jobs at once but still shows I hold down a job for long. I also seem to burn my bridges too, nearing an episode I start getting physically sick and stress so much more to the point I no call no show. I know how to adult.",0,,0,2,2,1,1
907,5n6rva,dc95yki,Fuck life I want tô die. That is it Everybody lies and if they dont lie i feel like they are because thats what they usually do so fuck this shit Fuck girls even more they just make things worst,It's hard for me to believe my family because of all the lies ans omissions they have made in the past. I just learned to be more gaurded and pessimistic.,0,,0,2,0,0,0
908,5f8vn0,daifo05,"Am now realizing how bad my depression is. Every moment I'm away from my computer I feel the dread sink in my chest. I remember what's wrong with my head. I remember the physical pain I have. I remember *reality*. My mind is blank and I can't think properly, so please forgive whatever this is.",I feel you. Realizing how depressed you really are is pretty scary. Best of luck with all your struggles.,1,I feel you. Realizing how depressed you really are is pretty scary. Best of luck with all your struggles.|,0,1,1,2,0
909,96jroy,e416pv1,I just want to die. but I can't even kill myself right,"You could always leave them and find your own indipendence, sorrounding yourself with the people you love which are not part of your family. Idk your situation actually, but I felt the same way too many times, so lonely and neglected by the ones that should care the most. It happens, but this perception is not necessary the truth. Killing yourself won't solve or change anything.",1,Killing yourself won't solve or change anything.|sorrounding yourself with the people you love which are not part of your family.|,0,2,1,1,0
910,9f5bbo,e5txnpb,I'm done being a loser.. It's time to repress these feelings once and for all.,What makes you a loser?,0,,2,0,0,0,1
911,5258xg,d7his1e,Depressed that I'll never find love.. My biggest fear is not finding love.I see all of my friends having girlfriends and stuff and I am sitting here and wasting my time doing nothing.I've had a few relationships but all of them crashed and burned.,Well you've had a few. I doubt any of us gets a bulls eye on the first shot. Some of us never even had a chance. Give it time.,1,Well you've had a few.|Give it time.|,0,0,1,1,0
912,5c0u7p,d9t7s1s,Suicide victims. Why do people blame suicide victims?,It really boils my blood when people do that. my mother tried to commit suicide and was in the hospital for a few days. My sister and uncle were just talking shit...ugh made me feel pretty furious. My mother has battled depression for sadly the great majority of her life. I cannot begin to understand her mental anguish yet it infuriates when I hear people talk shit about an already vulnerable person.,0,,0,2,2,2,1
913,7uxzbf,dto1600,I feel so alone. I don't want to bother anyone...,You aren't a bother. :),1,You aren't a bother. :)|,0,0,1,1,0
914,66rj6l,dgldm2v,why do i constantly cry for help and turn it down when i ACTUALLY get help. i feel like such an attention whore,"When I felt this way, I came to the conclusion that I didn't know who I was without these feelings. I didn't know what I liked anymore, would I be empty without this sadness? That sort of thought process, it was a lot of fear that drove me away from help. It's natural to be afraid of things changing. But when you feel ready to, these changes are for the better.",1,"It's natural to be afraid of things changing. But when you feel ready to, these changes are for the better.|",0,2,2,1,0
915,430qmd,czepkbw,"My breakdowns are mostly at night/before I'm planning to sleep. At daytime there are at least some things that keep me distracted, but at night, it's only me and my shitty thoughts. I can't remember the last time I fell asleep with a confident/happy feeling.","Same here. Alone in my room at night is the only time I can openly display what I feel all the time and hide from everyone. It's sad but freeing at the same time, y'know? For me, catharsis at its finest.",0,,0,2,2,1,0
916,a40jby,ebbmeki,I had more motivation as a sperm. I won a big marathon against billions lol.,That was my first and last W,0,,0,2,0,0,0
917,7f8o45,dqa5dmd,if you keep on pushing people away and keep on doing this and that you will end up being alone. and i am alone now. i have lost everyone...,"Oh yes, I have heard this many times. The trouble is that no one has bothered to follow that statement up with *how* I push people away. You know? Like, the first time someone said it to me I had no idea it was even a thing I did, but they give me any feedback. Anyone else in the same boat? Point is, OP, I feel ya. And a sore spot.",1,I feel ya.|,0,2,1,2,0
918,5fmudp,dalgqrb,I feel like everyone enjoying life is living a lie.. Maybe I'm just an asshole.,"I feel the same way, but I'm probably just projecting. To my friends and family I look pretty normal, happy and motivated, but in reality I struggle every day just to stay alive. I can't stop myself from feeling everyone else is the same.",0,,0,2,2,2,1
919,8ngnqm,dzwl3pv,"One day I’ll succumb to suicide. Emotionally numb. Constantly drained. Severe brain fog, panic attacks about existential bullshit, isolation. just getting tired of this nonstop cycle.","Me too, that's why I treat everyone like shit. I'm hoping that one day nobody cares about me, even my parents. That day is the day I'll become free from my despair",0,,0,2,0,0,0
920,82vjxb,dvd5jcq,"I don't even know what to say. edit: was drunk, too personal","Yeah bud, same boat. If I'm not working, I'm in bed. Just zoning out not moving. The struggle is real with no real answers",2,"Yeah bud, same boat.|",0,2,1,1,0
